,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
953,,,,"Thamo, Khumbu",,,0,,ZERO_RESULTS,
954,,,,"Thamo, Khumbu",,,0,,ZERO_RESULTS,
955,,,,"Thami Og, Khumbu",,,0,,ZERO_RESULTS,
956,,,,"Tesho, Khumbu",,,0,,ZERO_RESULTS,
957,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
958,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
959,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
960,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
961,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
962,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
963,,,,"Chitre, Sotang, Solukhumbu",,,0,,ZERO_RESULTS,
964,,,,"Yilajung , Khumbu",,,0,,ZERO_RESULTS,
965,APPROXIMATE,"Loding Tamakhani 56000, Nepal",ChIJSUQv9Udq6TkRsj5UrGboNYI,"Loding Tamakhani, Solukhumbu",27.54,86.52,1,56000,OK,"locality,political"
966,,,,"Tashigaon, Makalu-Barun",,,0,,ZERO_RESULTS,
967,,,,"Changba, Tapting, Solukhumbu",,,0,,ZERO_RESULTS,
968,,,,"Changba, Tapting, Solukhumbu",,,0,,ZERO_RESULTS,
969,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
970,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
971,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
972,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
973,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
974,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
975,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
976,APPROXIMATE,"North Conway, Conway, NH, USA",ChIJzW0AIOags0wRh_RKf1Jx1Zs,"North Conway, New Hampshire",44.0536805,-71.1284041,1,,OK,"neighborhood,political"
977,APPROXIMATE,"Namling, Xigaze, Tibet, China",ChIJHZf6tKOT3jkRbYsbhKbptc8,"Namling Dzong, Tibet, China",29.68233,89.099242,1,,OK,"political,sublocality,sublocality_level_1"
978,APPROXIMATE,"Namling, Xigaze, Tibet, China",ChIJHZf6tKOT3jkRbYsbhKbptc8,"Namling Dzong, Tibet, China",29.68233,89.099242,1,,OK,"political,sublocality,sublocality_level_1"
979,APPROXIMATE,"Tokyo, Japan",ChIJ51cu8IcbXWARiRtXIothAS4,"Tokyo, Japan",35.6894875,139.6917064,1,,OK,"administrative_area_level_1,locality,political"
980,APPROXIMATE,"Tokyo, Japan",ChIJ51cu8IcbXWARiRtXIothAS4,"Tokyo, Japan",35.6894875,139.6917064,1,,OK,"administrative_area_level_1,locality,political"
981,APPROXIMATE,"Tokyo, Japan",ChIJ51cu8IcbXWARiRtXIothAS4,"Tokyo, Japan",35.6894875,139.6917064,1,,OK,"administrative_area_level_1,locality,political"
982,APPROXIMATE,"Numata, Gunma Prefecture, Japan",ChIJfaPM3MhaHmARphH--ih9mLk,"Numata, Gunma, Japan",36.6460769,139.0441608,1,,OK,"locality,political"
983,APPROXIMATE,"Omiya Ward, Saitama, Saitama Prefecture, Japan",ChIJ4yHVmEPBGGARS-MIl52AQcc,"Omiya, Saitama, Japan",35.9064871,139.6287539,1,,OK,"locality,political,ward"
984,APPROXIMATE,"Khunde, Khumjung 56000, Nepal",ChIJdYrACuQI6TkRA7QSAyNCKrs,"Khunde, Khumbu",27.823514,86.7057931,1,56000,OK,"neighborhood,political"
985,GEOMETRIC_CENTER,"Khumjung 56000, Nepal",ChIJYQ8y1NMH6TkRbpBwlo_T68U,"Phortse, Khumbu",27.8455699,86.7488087,1,56000,OK,"establishment,point_of_interest,school"
986,,,,"Lhunze Dzong, Tibet, China",,,0,,ZERO_RESULTS,
987,APPROXIMATE,"Xigaze, Tibet, China",ChIJ7RpXVg59wTkRWG9a0_omDD4,"Shigatse, Tibet, China",29.266869,88.880583,1,,OK,"locality,political"
988,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
989,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
990,APPROXIMATE,"Chuchure 45400, Nepal",ChIJXVjIGI9k6TkRugtQGmp7_ho,"Chuchure, Ramechap, Janakpur",27.65,86.35,1,45400,OK,"locality,political"
991,APPROXIMATE,"Christchurch, New Zealand",ChIJAe3FY0gvMm0RRZl5hIbvAAU,"Christchurch, New Zealand",-43.5320544,172.6362254,1,,OK,"locality,political"
992,APPROXIMATE,"Khunde, Khumjung 56000, Nepal",ChIJdYrACuQI6TkRA7QSAyNCKrs,"Khunde, Khumbu",27.823514,86.7057931,1,56000,OK,"neighborhood,political"
993,GEOMETRIC_CENTER,"Serlo - Junbesi, Tapting 56000, Nepal",ChIJu_eNrTdC6TkRREWjOUPpJI8,"Lumsa, Tapting, Solukhumbu",27.4674122,86.4813709,1,56000,OK,"establishment,point_of_interest,school"
994,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
995,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
996,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
997,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
998,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
999,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
1000,,,,"Thami Og, Khumbu",,,0,,ZERO_RESULTS,
1001,GEOMETRIC_CENTER,"Serlo - Junbesi, Tapting 56000, Nepal",ChIJu_eNrTdC6TkRREWjOUPpJI8,"Lumsa, Tapting, Solukhumbu",27.4674122,86.4813709,1,56000,OK,"establishment,point_of_interest,school"
1002,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
1003,,,,"Thamo, Khumbu",,,0,,ZERO_RESULTS,
1004,,,,"Phurte, Khumbu",,,0,,ZERO_RESULTS,
1005,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
1006,,,,"Jaidu, Salleri, Solukhumbu",,,0,,ZERO_RESULTS,
1007,,,,"Thamo, Khumbu",,,0,,ZERO_RESULTS,
1008,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
1009,GEOMETRIC_CENTER,"Khumjung 56000, Nepal",ChIJYQ8y1NMH6TkRbpBwlo_T68U,"Phortse, Khumbu",27.8455699,86.7488087,1,56000,OK,"establishment,point_of_interest,school"
1010,APPROXIMATE,"Lazizhen, Lhaze, Xigaze, Tibet, China",ChIJobaK75ww3TkRgcFhfLKXcqw,"Lhatse, Tibet, China",29.15212,87.694469,1,,OK,"political,sublocality,sublocality_level_2"
1011,GEOMETRIC_CENTER,"Serlo - Junbesi, Tapting 56000, Nepal",ChIJu_eNrTdC6TkRREWjOUPpJI8,"Lumsa, Tapting, Solukhumbu",27.4674122,86.4813709,1,56000,OK,"establishment,point_of_interest,school"
1012,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
1013,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
1014,,,,"Tashigaon, Makalu-Barun",,,0,,ZERO_RESULTS,
1015,,,,"Sikli, Jubing, Solukhumbu",,,0,,ZERO_RESULTS,
1016,APPROXIMATE,"Darjeeling, West Bengal, India",ChIJuwH1TGUu5DkRKnDUeVlVdUE,"Darjeeling, India ",27.0360066,88.2626751,1,,OK,"locality,political"
1017,,,,"Thamo, Khumbu",,,0,,ZERO_RESULTS,
1018,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
1019,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
1020,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
1021,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
1022,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
1023,,,,"Sedua, Makalu-Barun",,,0,,ZERO_RESULTS,
1024,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
1025,,,,"Changba, Tapting, Solukhumbu",,,0,,ZERO_RESULTS,
1026,APPROXIMATE,"Deusa 56000, Nepal",ChIJGScsvVU86TkR1wY3fOabvN8,"Deusa, Solukhumbu",27.46,86.7,1,56000,OK,"locality,political"
1027,APPROXIMATE,"Khumbu Glacier, Khumjung 56000, Nepal",ChIJH3KzaOWr6TkRHAp3LqlCPHs,"Khumjung, Khumbu",27.9720199,86.8308194,2,56000,OK,"establishment,natural_feature"
1028,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
1029,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
1030,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
1031,GEOMETRIC_CENTER,"Serlo - Junbesi, Tapting 56000, Nepal",ChIJu_eNrTdC6TkRREWjOUPpJI8,"Lumsa, Tapting, Solukhumbu",27.4674122,86.4813709,1,56000,OK,"establishment,point_of_interest,school"
1032,,,,"Yilajung, Khumbu",,,0,,ZERO_RESULTS,
1033,APPROXIMATE,"Loding Tamakhani 56000, Nepal",ChIJSUQv9Udq6TkRsj5UrGboNYI,"Loding Tamakhani, Solukhumbu",27.54,86.52,1,56000,OK,"locality,political"
1034,GEOMETRIC_CENTER,"Khumjung 56000, Nepal",ChIJYQ8y1NMH6TkRbpBwlo_T68U,"Phortse, Khumbu",27.8455699,86.7488087,1,56000,OK,"establishment,point_of_interest,school"
1035,APPROXIMATE,"Vitoria-Gasteiz, Álava, Spain",ChIJO-3GXvXBTw0RIM_Jc4L1BAQ,"Vitoria, Alava, Spain",42.8591338,-2.6818614,1,,OK,"administrative_area_level_4,political"
1036,,,,"Tashigaon, Makalu-Barun",,,0,,ZERO_RESULTS,
1037,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
1038,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
1039,APPROXIMATE,"Khumbu Glacier, Khumjung 56000, Nepal",ChIJH3KzaOWr6TkRHAp3LqlCPHs,"Khumjung, Khumbu",27.9720199,86.8308194,2,56000,OK,"establishment,natural_feature"
1040,,,,"Thami Og, Khumbu",,,0,,ZERO_RESULTS,
1041,APPROXIMATE,"Darjeeling, West Bengal, India",ChIJuwH1TGUu5DkRKnDUeVlVdUE,"Darjeeling, India ",27.0360066,88.2626751,1,,OK,"locality,political"
1042,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
1043,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
1044,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
1045,,,,"Changba, Tapting, Solukhumbu",,,0,,ZERO_RESULTS,
1046,APPROXIMATE,"Vigo, Pontevedra, Spain",ChIJk8GyYRRiLw0Rn9RLF60dRHs,"Vigo, Pontevedra, Spain",42.2405989,-8.7207268,1,,OK,"locality,political"
1047,APPROXIMATE,"38068 Rovereto, Province of Trento, Italy",ChIJQXASQ8EOgkcR3_rrOhJklmo,"Rovereto, Trento, Italy",45.89096,11.0401399,1,38068,OK,"locality,political"
1048,APPROXIMATE,Makalu,ChIJH0HXfX5Y6DkRbAbpoRZHENs,Makalu-Barun,27.8860217,87.0911891,1,,OK,"establishment,natural_feature"
1049,APPROXIMATE,"Johannesburg, South Africa",ChIJUWpA8GgMlR4RQUDTsdnJiiM,"Johannesburg, S Africa",-26.2041028,28.0473051,1,,OK,"locality,political"
1050,APPROXIMATE,"Johannesburg, South Africa",ChIJUWpA8GgMlR4RQUDTsdnJiiM,"Johannesburg, S Africa",-26.2041028,28.0473051,1,,OK,"locality,political"
1051,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
1052,,,,"Chattu, Solukhumbu",,,0,,ZERO_RESULTS,
1053,APPROXIMATE,"Hogne, 5377 Somme-Leuze, Belgium",ChIJ-wRvyXK1wUcRa4e0w_FyA90,"Hogne, Namur, Belgium",50.2490867,5.2797819,1,5377,OK,"political,sublocality,sublocality_level_1"
1054,APPROXIMATE,"Lisbon, Portugal",ChIJO_PkYRozGQ0R0DaQ5L3rAAQ,"Lisbon, Portugal",38.7222524,-9.1393366,1,,OK,"locality,political"
1055,APPROXIMATE,"Hartford, CT, USA",ChIJpVER8hFT5okRmVl96ahKjsw,"Hartford, Connecticut",41.7637111,-72.6850932,1,,OK,"locality,political"
1056,,,,"Thami Og, Khumbu",,,0,,ZERO_RESULTS,
1057,APPROXIMATE,"Boulder, CO, USA",ChIJ06-NJ06Na4cRWIAboHw7Ocg,"Boulder, Colorado",40.0149856,-105.2705456,1,,OK,"locality,political"
1058,APPROXIMATE,"Khumbu Glacier, Khumjung 56000, Nepal",ChIJH3KzaOWr6TkRHAp3LqlCPHs,"Khumjung, Khumbu",27.9720199,86.8308194,2,56000,OK,"establishment,natural_feature"
1059,APPROXIMATE,"Groveland-Big Oak Flat, CA, USA",ChIJt6xbg3DWkIARTgq50H77elk,"Big Oak Flat, California",37.8617633,-120.1935663,1,,OK,"colloquial_area,political"
1060,APPROXIMATE,"Taos Ski Valley, NM 87525, USA",ChIJWRshNv5qF4cRhTlikYISGck,"Taos Ski Valley, New Mexico",36.5959999,-105.4545,1,87525,OK,"locality,political"
1061,APPROXIMATE,"Jönköping, Sweden",ChIJLdFbVjGAUEYRbfbC3Fe-AYs,"Jonkoping, Smaland, Sweden",57.7826137,14.1617876,1,,OK,"locality,political"
1062,APPROXIMATE,"Jönköping, Sweden",ChIJLdFbVjGAUEYRbfbC3Fe-AYs,"Jonkoping, Smaland, Sweden",57.7826137,14.1617876,1,,OK,"locality,political"
1063,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
1064,,,,"Bagam, Kerung, Solukhumbu",,,0,,ZERO_RESULTS,
1065,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
1066,APPROXIMATE,"Shreveport, LA, USA",ChIJH-mYF40qMYYR3ZykhxYsvS4,"Shreveport, Louisiana",32.5251516,-93.7501789,1,,OK,"locality,political"
1067,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
1068,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
1069,APPROXIMATE,"London, UK",ChIJdd4hrwug2EcRmSrV3Vo6llI,"London, England",51.5073509,-0.1277583,1,,OK,"locality,political"
1070,APPROXIMATE,"London, UK",ChIJdd4hrwug2EcRmSrV3Vo6llI,"London, England",51.5073509,-0.1277583,1,,OK,"locality,political"
1071,,,,"Chhulemu, Taksindu, Solukhumbu",,,0,,ZERO_RESULTS,
1072,APPROXIMATE,"Takasindu, Nepal",ChIJZaWvtFES6TkRXKz2K2ldT9E,"Taksindu, Solukhumbu",27.6733367,86.6409554,1,,OK,"locality,political"
1073,,,,"Walung, Makalu-9, Makalu-Barun",,,0,,ZERO_RESULTS,
1074,,,,"Thamo, Khumbu",,,0,,ZERO_RESULTS,
1075,APPROXIMATE,"Valle de Bravo, State of Mexico, Mexico",ChIJH_QYMoFjzYURfIlS-6HDh7Y,"Valle de Bravo, Mexico",19.1950964,-100.1326725,1,,OK,"locality,political"
1076,APPROXIMATE,"Manning WA 6152, Australia",ChIJEUWXK1C8MioRcErfNbXwBAU,"Manning, Perth, WA, Australia",-32.013,115.869,1,6152,OK,"locality,political"
1077,APPROXIMATE,"Breckenridge, CO 80424, USA",ChIJwecmbD32aocReqKAZn-PjWI,"Breckenridge, Colorado",39.4816537,-106.0383518,1,80424,OK,"locality,political"
1078,APPROXIMATE,"Tynemouth, UK",ChIJ-ZkSVb9ufkgRXbw_ebUVvW8,"Tynemouth, Tyne & Wear, England",55.0175869,-1.4255818,1,,OK,"locality,political"
1079,GEOMETRIC_CENTER,"Midhurst Rd, Haslemere GU27 2EG, UK",ChIJt2dnM2jLdUgRobTFXoEXym8,"Midhurst, W Surrey, England",51.0825259,-0.7206961,1,GU27 2EG,OK,route
1080,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
1081,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
1082,APPROXIMATE,"Namling, Xigaze, Tibet, China",ChIJHZf6tKOT3jkRbYsbhKbptc8,"Namling Dzong, Tibet, China",29.68233,89.099242,1,,OK,"political,sublocality,sublocality_level_1"
1083,APPROXIMATE,"Chengguan, Lhasa, Tibet, China",ChIJIfi7IMozYTcRpBcb1H5WUVg,"Lhasa, Tibet, China",29.654838,91.140552,1,,OK,"political,sublocality,sublocality_level_1"
1084,APPROXIMATE,"Nyingchi, Tibet, China",ChIJu9c83FwXFTcR-MGMFv66gTg,"Nyingchi, Tibet, China",29.649128,94.36149,1,,OK,"locality,political"
1085,APPROXIMATE,"Namling, Xigaze, Tibet, China",ChIJHZf6tKOT3jkRbYsbhKbptc8,"Namling Dzong, Tibet, China",29.68233,89.099242,1,,OK,"political,sublocality,sublocality_level_1"
1086,APPROXIMATE,"Chengguan, Lhasa, Tibet, China",ChIJIfi7IMozYTcRpBcb1H5WUVg,"Lhasa, Tibet, China",29.654838,91.140552,1,,OK,"political,sublocality,sublocality_level_1"
1087,APPROXIMATE,"Chengguan, Lhasa, Tibet, China",ChIJIfi7IMozYTcRpBcb1H5WUVg,"Lhasa, Tibet, China",29.654838,91.140552,1,,OK,"political,sublocality,sublocality_level_1"
1088,APPROXIMATE,"Xigaze, Tibet, China",ChIJ7RpXVg59wTkRWG9a0_omDD4,"Shigatse, Tibet, China",29.266869,88.880583,1,,OK,"locality,political"
1089,APPROXIMATE,"Namling, Xigaze, Tibet, China",ChIJHZf6tKOT3jkRbYsbhKbptc8,"Namling Dzong, Tibet, China",29.68233,89.099242,1,,OK,"political,sublocality,sublocality_level_1"
1090,APPROXIMATE,"Lhaze, Xigaze, Tibet, China",ChIJybGmutAX3TkRrm15T6H_Lfk,"Lhatse Dzong, Tibet, China",29.081659,87.63704,1,,OK,"political,sublocality,sublocality_level_1"
1091,APPROXIMATE,"Berkeley, CA, USA",ChIJ00mFOjZ5hYARk-l1ppUV6pQ,"Berkeley, California",37.8715926,-122.272747,1,,OK,"locality,political"
1092,APPROXIMATE,"Thirsk YO7, UK",ChIJiypFeC2lfkgRmqVOIJZVyYY,"Thirsk, N Yorkshire, England",54.233849,-1.341377,1,YO7,OK,"locality,political"
1093,,,,"Llanrwst, Gwynedd, Wales",,,0,,ZERO_RESULTS,
1094,APPROXIMATE,"London, UK",ChIJdd4hrwug2EcRmSrV3Vo6llI,"London, England",51.5073509,-0.1277583,1,,OK,"locality,political"
1095,APPROXIMATE,"St Moritz, Switzerland",ChIJexrAbQeChEcRJXjJPr3bnyc,"St. Moritz, Graubunden, Switzerland & London, England",46.4907973,9.8355079,1,,OK,"locality,political"
1096,APPROXIMATE,"Huaraz, Peru",ChIJaZnWLw4NqZERvtZoZvIMlYk,"Huaraz, Peru",-9.5261154,-77.5287792,1,,OK,"locality,political"
1097,APPROXIMATE,"Calgary, AB, Canada",ChIJ1T-EnwNwcVMROrZStrE7bSY,"Calgary, Alberta",51.0486151,-114.0708459,1,,OK,"locality,political"
1098,APPROXIMATE,"Lilleshall, Newport TF10, UK",ChIJG2mRoCN-ekgRwARk-hksaUI,"Lilleshall, Shropshire, England",52.736249,-2.397612,1,TF10,OK,"locality,political"
1099,GEOMETRIC_CENTER,"Alk, 2201 Noordwijk, Netherlands",ChIJO9ccs4jAxUcRTHIcKk1svqs,"Alk, Netherlands",52.2309855,4.436135,1,2201,OK,route
1100,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
1101,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
1102,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
1103,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
1104,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
1105,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
1106,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
1107,APPROXIMATE,"Boulder, CO, USA",ChIJ06-NJ06Na4cRWIAboHw7Ocg,"Boulder, Colorado",40.0149856,-105.2705456,1,,OK,"locality,political"
1108,APPROXIMATE,"Carbondale, CO 81623, USA",ChIJ1yELJZerQYcRz0qT93lh0Hc,"Carbondale, Colorado",39.4022054,-107.2111628,1,81623,OK,"locality,political"
1109,,,,"Tesho, Khumbu",,,0,,ZERO_RESULTS,
1110,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
1111,,,,"Thamo, Khumbu",,,0,,ZERO_RESULTS,
1112,APPROXIMATE,"Montreal, QC, Canada",ChIJDbdkHFQayUwR7-8fITgxTmU,"Montreal, Quebec",45.5016889,-73.567256,1,,OK,"locality,political"
1113,APPROXIMATE,"Nunthala (Mani Dingma), Takasindu 56000, Nepal",ChIJIxEo0RMU6TkRmcIlLjzyj80,"Nunthala, Solukhumbu",27.5877304,86.6453646,1,56000,OK,"neighborhood,political"
1114,,,,"Tate, Khumbu",,,0,,ZERO_RESULTS,
1115,,,,"Gowajang Keylong, Lahaul & Spiti, HP, India",,,0,,ZERO_RESULTS,
1116,APPROXIMATE,"Darjeeling, West Bengal, India",ChIJuwH1TGUu5DkRKnDUeVlVdUE,"Darjeeling, India ",27.0360066,88.2626751,1,,OK,"locality,political"
1117,APPROXIMATE,"Darjeeling, West Bengal, India",ChIJuwH1TGUu5DkRKnDUeVlVdUE,"Darjeeling, India ",27.0360066,88.2626751,1,,OK,"locality,political"
1118,APPROXIMATE,"88600 Sotkamo, Finland",ChIJOQZqLK7ogkYRIMB1PNZGAQQ,"Sotkamo, Finland",64.1306547,28.3904978,1,88600,OK,"locality,political"
1119,APPROXIMATE,"Mendoza, Capital Department, Mendoza Province, Argentina",ChIJv3lRxD4JfpYROvoO0vZ4WiA,"Mendoza, Argentina",-32.8894587,-68.8458386,1,,OK,"locality,political"
1120,APPROXIMATE,"Lahti, Finland",ChIJk3Zq1TAojkYR0LRLVVG1AAQ,"Lahti, Finland",60.9826749,25.6612096,1,,OK,"locality,political"
1121,APPROXIMATE,"Quito, Ecuador",ChIJn3xCAkCa1ZERclXvWOGRuUQ,"Quito, Ecuador",-0.1806532,-78.4678382,1,,OK,"locality,political"
1122,APPROXIMATE,"Mexico City, CDMX, Mexico",ChIJB3UJ2yYAzoURQeheJnYQBlQ,"Mexico City, Mexico",19.4326077,-99.133208,1,,OK,"locality,political"
1123,APPROXIMATE,"Sautang 56000, Nepal",ChIJNfxaW1Ii6TkRiimMfhPEsDc,"Sotang, Solukhumbu",27.4694,86.7903,1,56000,OK,"locality,political"
1124,APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"New York, New York",40.7127753,-74.0059728,1,,OK,"locality,political"
1125,APPROXIMATE,"Nagoya, Aichi Prefecture, Japan",ChIJZSN7EJ5wA2ARUrPO6NQilio,"Nagoya, Japan",35.1814464,136.906398,1,,OK,"locality,political"
1126,APPROXIMATE,"Roseville NSW 2069, Australia",ChIJZz61ed6oEmsRQMkyFmh9AQU,"Roseville, NSW, Australia",-33.78903,151.17119,1,2069,OK,"locality,political"
1127,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
1128,APPROXIMATE,"Khumbu Glacier, Khumjung 56000, Nepal",ChIJH3KzaOWr6TkRHAp3LqlCPHs,"Khumjung, Khumbu",27.9720199,86.8308194,2,56000,OK,"establishment,natural_feature"
1129,APPROXIMATE,"Khumbu Glacier, Khumjung 56000, Nepal",ChIJH3KzaOWr6TkRHAp3LqlCPHs,"Khumjung, Khumbu",27.9720199,86.8308194,2,56000,OK,"establishment,natural_feature"
1130,APPROXIMATE,"Kutaisi, Georgia",ChIJLa9UDuOMXEARb2Um1rJB7Ps,"Kutaisi, Georgia",42.2662428,42.7180019,1,,OK,"locality,political"
