,PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO,firstsummitdate,Unnamed: 0,accuracy,formatted_address,google_place_id,latitude,longitude,number_of_results,postcode,status,type
129,NALA,Nalakankar North,,Nalakankar Himal (on W Nepal/Tibetan border),6062,19888,17,7,True,False,False,,,4,2,,2000,2,NALA00201,Jul 06,"Japan, Nepal","Takehiko Yanagihara, Ang Phurba Sherpa",,,,Jul 06 2000,129,APPROXIMATE,"Kalakankar, Uttar Pradesh 229408, India",ChIJtfhgCW8YmzkRnXJULTRPlA0,30.3575,81.39944,1,229408,OK,"locality,political"
130,NAMP,Nampa,Chisel Peak,Api Himal (E of Api),6729,22077,2,7,True,False,False,,,1,2,,1972,1,NAMP72101,May 05,Japan,"Fukutoshi Kimura, Susumu Takahashi",,,,May 05 1972,130,APPROXIMATE,"Nampa, ID, USA",ChIJKfGXTmlMrlQRUkoycWOGGa4,30.00444,80.994522,1,,OK,"locality,political"
131,NCHU,Nupchu,,Ohmi Kangri Himal (NW of Kangchenjunga),6172,20249,6,1,False,True,False,,,1,2,,1962,1,NCHU62101,May 20,Japan,"Takayuki Tsubaki, Chotare Sherpa",,,,May 20 1962,131,APPROXIMATE,"Nupchu, Olangchung Gola 57500, Nepal",ChIJAw1Z9l9J5jkRGqRTojqZMSo,27.8153083,87.914683,1,57500,OK,"establishment,natural_feature"
132,NEMJ,Nemjung,,Peri Himal (S of Himlung Himal and Himjung),7140,23425,18,5,True,False,False,,,1,2,,1983,1,NEMJ83301,Oct 27,"Japan, Nepal","Makito Minami, Wataru Saito, Ken Takahashi, Kirki Lama",,,,Oct 27 1983,132,APPROXIMATE,"Nemjung, Nar, Nepal",ChIJrYQ2gxjQvzkRky-dsG6kiYE,28.7366666,84.4175,1,,OK,"establishment,natural_feature"
133,NEPA,Nepal Peak,,Jongsang Himal (N of Kangchenjunga on Indian border),7177,23547,7,1,True,False,False,,,5,2,,1930,1,NEPA30101,May 24,Austria,Erwin Schneider,Schneider may have only gone to the SW Peak (7130m) in which case the first ascent was by the Germans in 1936,,,May 24 1930,133,ROOFTOP,"4418 Rosecrown Ct, Fort Collins, CO 80526, USA",ChIJ_QYbH4hLaYcRgnIpAg4meOA,27.776802,88.182927,1,80526,OK,"establishment,point_of_interest,travel_agency"
134,NGO2,Ngojumba Kang II,,Khumbu Himal (NE of Cho Oyu on Tibetan border),7743,25404,12,2,True,False,False,,,4,2,,1965,1,NGO265101,Apr 24,"Japan, Nepal","Naomi Uemura, Pemba Tenzing Sherpa",,,,Apr 24 1965,134,,,,28.106,86.706,0,,ZERO_RESULTS,
135,NGOJ,Ngojumba Kang I,"Ngozumba Kang, Ngozumba Ri, Tenzing Peak",Khumbu Himal (NE of Cho Oyu on Tibetan border),7916,25971,12,2,True,False,False,,Opened in 2014 as Tenzing Peak,4,2,,1982,3,NGOJ82302,Nov 02,"S Korea, Nepal","Kim Young-Han, Ang Tshering Sherpa, Dorje Sherpa",,,,Nov 02 1982,135,,,,28.105875,86.684203,0,,ZERO_RESULTS,
136,NILC,Nilgiri Central,,Annapurna-Nilgiri Himal (NW of Annapurna I),6940,22769,1,5,True,False,False,,,1,2,,1979,1,NILC79101,Apr 30,Japan,"Kohichi Sakata, Yasuo Tsuda",,,,Apr 30 1979,136,APPROXIMATE,"Nilgiris, Tamil Nadu, India",ChIJjdfztYS9qDsRiK5wDWn_tlo,28.678154,83.735729,1,,OK,"administrative_area_level_2,political"
137,NILN,Nilgiri North,,Annapurna-Nilgiri Himal (NW of Annapurna I),7061,23166,1,5,True,False,False,,,1,2,,1962,3,NILN62301,Oct 19,"Netherlands, France, Nepal","Lionel Terray, H. G. Van Lookern Campagne, P. Van Lookern Campagne, P. F. J. Van Lookern Campagne, Wangdi Sherpa",,,,Oct 19 1962,137,,,,28.69,83.745,0,,ZERO_RESULTS,
138,NILS,Nilgiri South,,Annapurna-Nilgiri Himal (NW of Annapurna I),6839,22438,1,5,True,False,False,,,1,2,,1978,3,NILS78301,Oct 10,Japan,"Kazuo Mitsui, Taichi Fujimatsu, Yoshiaki Kato, Nobuhito Morota, Seiji Tanaka, Hideki Yoshida",,,,Oct 10 1978,138,ROOFTOP,"3021 Markham Rd #50, Scarborough, ON M1X 1L8, Canada",ChIJqbppENnW1IkRUWl49QlPo5Q,28.654845,83.729893,2,M1X 1L8,OK,"establishment,food,point_of_interest,restaurant"
139,NUMB,Numbur,,Rolwaling Himal (SW of Namche Bazar),6958,22828,19,2,True,False,False,,,1,2,,1963,1,NUMB63101,May 29,"Japan, Nepal","Hiroshi Matsuo, Mingma Tsering Sherpa",,,,May 29 1963,139,APPROXIMATE,"Numbur, Takasindu 45400, Nepal",ChIJH8mTLjBz6TkRcoJgGJL14e8,27.7541666,86.5724999,1,45400,OK,"establishment,natural_feature"
140,NUPT,Nuptse,,Khumbu Himal (SW of Everest),7864,25801,12,2,True,False,False,,,1,2,,1961,1,NUPT61101,May 16,"UK, Nepal","Dennis Davis, Tashi Sherpa",1st ascent of W Smt (NUPT-884-01),,,May 16 1961,140,APPROXIMATE,"Nuptse, Khumjung 56000, Nepal",ChIJMewuqEOr6TkRS-t4AOjB3Ck,27.9672192,86.8855391,1,56000,OK,"establishment,natural_feature"
141,OHMI,Ohmi Kangri,,Ohmi Kangri Himal (NW of Kangchenjunga on Tibetan border),6839,22438,6,1,True,False,False,,,4,2,,1985,1,OHMI85101,Apr 14,Switzerland,"Andre Rieder, Alain Vaucher",,,,Apr 14 1985,141,,,,27.896905,87.964158,0,,ZERO_RESULTS,
142,OMBK,Ombak Himal,,Ohmi Kangri Himal (NE of Ombak La in Tibet),6300,20669,6,1,False,True,False,,,2,1,,0,0,,,,Unclimbed?,,,,,142,,,,,,0,,ZERO_RESULTS,
143,PALD,Paldor,Bharange,Ganesh Himal (SE of  Ganesh V),5903,19367,5,4,False,False,True,1978.0,,1,2,,1949,2,PALD49201,,"UK, Nepal","H. W. Tilman, Peter Lloyd, Tenzing Sherpa, Da Namgyal Sherpa","1st ascent claimed in 1949, but actual 1st ascent may have been in 1974 by John Cleare and Ian Howell",,,,143,APPROXIMATE,"Paldor, 45000, Nepal",ChIJQ1-oZDG56jkRzz74mq-aa5c,28.2769444,85.1838889,1,45000,OK,"establishment,natural_feature"
144,PANG,Pangbuk Ri,,Rolwaling Himal (N of Menlung La on Tibetan border),6625,21736,19,2,True,False,False,,Opened in 2002,4,2,,2011,3,PANG11301,Nov 11,USA,"David Gottlieb, Chad Kellogg","The Pangbuk that Bourdillon and Colledge climbed on May 29, 1952 was south of Menlung La (thus not Pangbuk Ri)",,,Nov 11 2011,144,,,,28.006,86.52,0,,ZERO_RESULTS,
145,PARC,Parchamo,"Parchermo, Parchemuche, Pachermo",Rolwaling Himal (S of Tesi Laptsa),6279,20600,19,2,False,False,True,1978.0,,1,2,,1955,1,PARC55101,Apr,UK,"Peter Boultbee, Denis Davis",,,,Apr 1955,145,,,,27.8375,86.54722,0,,ZERO_RESULTS,
146,PATR,Patrasi Himal,Kande Hiunchuli North,Kanjiroba Himal (NE of Kande Huinchuli),6450,21161,10,7,True,False,False,,,1,1,,0,0,,,,Unclimbed,,,,,146,,,,29.411871,82.558904,0,,ZERO_RESULTS,
147,PETH,Pethangtse,,Khumbu Himal (NW of Makalu on Tibetan border),6739,22110,12,2,True,False,False,,Opened in 2002,4,2,,1954,1,PETH54101,May 26,"New Zealand, Nepal","Michael Ball, Norman Hardie, Brian Wilkins, Urkien Sherpa",,,,May 26 1954,147,,,,27.957424,87.015253,0,,ZERO_RESULTS,
148,PHUR,Phurbi Chhyachu,Phurbi Ghyachu,Jugal Himal (SE of Dorje Lhakpa on Tibetan border),6637,21775,8,3,True,False,False,,,4,2,,1982,1,PHUR82101,May 01,"Japan, Nepal","Shintaro Kurokawa, Fumihito Ogawa, Hiromitsu Okamoto, Takashi Shingaki, Hajime Takigami, Ang Phuri Lama, Pemba Lama Sherpa",,,,May 01 1982,148,,,,28.132269,85.869166,0,,ZERO_RESULTS,
149,PIMU,Pimu,Pamalka,Rolwaling Himal (N of Tesi Laptsa),6344,20814,19,2,False,True,False,,,1,2,,1955,1,PIMU55101,Apr,UK,"Peter Boultbee, Dennis Davis",,,,Apr 1955,149,APPROXIMATE,"Pima, AZ 85543, USA",ChIJEa0HKwvi14YRWXqrfNbATMU,27.89694,86.55444,1,85543,OK,"locality,political"
150,PISA,Pisang,Jong Ri,Damodar Himal (N of Marysangdi Valley),6091,19984,3,5,False,False,True,1978.0,,1,2,,1955,1,PISA55201,Jun 10,W Germany,Juergen Wellenkamp,,,,Jun 10 1955,150,APPROXIMATE,"Pisang 33500, Nepal",ChIJp0iyo3opvjkRASQLhK18BQI,28.5936253,84.1435136,1,33500,OK,"locality,political"
151,PK29,Peak 29,"Ngadi Chuli, Dakura, Dr Harka Gurung Chuli",Manaslu Himal (S of Manaslu),7871,25823,15,4,True,False,False,,,1,2,,1979,1,PK2979101,May 08,Poland,"Ryszard Gajewski, Maciej Pawlikowski",1st ascent claimed by Japan (Sumiyoshi) in 1970 (summiters killed in descent),,,May 08 1979,151,ROOFTOP,"29 Peak St, Lake Ronkonkoma, NY 11779, USA",ChIJVezxYoxH6IkRaaNMGSyghhw,28.503333,84.5675,2,11779,OK,premise
152,POIN,Pointed Peak,,"Khumbu Himal (N of Cholatse, S of Tshola La)",5850,19193,12,2,False,True,False,,,1,2,,1953,1,POIN53101,Apr 01,UK,"Wilfred Noyce, Michael Ward, Charles Wylie",,,,Apr 01 1953,152,GEOMETRIC_CENTER,"South Peak, Laguna Niguel, CA 92677, USA",EihTb3V0aCBQZWFrLCBMYWd1bmEgTmlndWVsLCBDQSA5MjY3NywgVVNB,,,1,92677,OK,route
153,POKA,Pokalde,,Khumbu Himal (N of Ama Dablam),5780,18963,12,2,False,False,True,1978.0,,1,2,,1953,1,POKA53101,Apr 15,UK,"Tom Bourdillon, Wilfred Noyce, Michael Ward",,,,Apr 15 1953,153,APPROXIMATE,"Pokalde, Khumjung 56000, Nepal",ChIJOTw1azCq6TkRvd-q3q8i0oM,27.925,86.833333,1,56000,OK,"establishment,natural_feature"
154,OMBG,Ombigaichen,Puma Dablam,Khumbu Himal (SE of Ama Dablam),6340,20801,12,2,False,False,True,2002.0,Opened in 2002 as trekking peak,1,2,,1960,3,OMBG60301,Nov 18,"New Zealand, Nepal","Jim Milledge, Ang Tsering Sherpa",,,,Nov 18 1960,154,,,,27.852816,86.883436,0,,ZERO_RESULTS,
155,PUMO,Pumori,,Khumbu Himal (WNW of Everest on Tibetan border),7138,23419,12,2,True,False,False,,,4,2,,1962,1,PUMO62101,May 17,"W Germany, Switzerland","Gerhard Lenser, Ernst Farrer, Ueli Huerlemann, Hans Ruetzel",,,,May 17 1962,155,APPROXIMATE,"Pumori, Khumjung 56000, Nepal",ChIJfVn-DiGs6TkRFQivGAVaJK8,28.0089896,86.8253374,1,56000,OK,"establishment,natural_feature"
156,PUTH,Putha Hiunchuli,Dhaulagiri VII,Dhaulagiri Himal (W of Churen Himal),7246,23773,4,6,True,False,False,,,1,2,,1954,3,PUTH54301,Nov 11,"UK, Nepal","J. O. M. Roberts, Ang Nyima Sherpa",,,,Nov 11 1954,156,APPROXIMATE,"Putha Hiunchuli, Ranmamaikot 21400, Nepal",ChIJa1Si_myRvTkRJhBRJsdZqxI,28.7475,83.1458333,1,21400,OK,"establishment,natural_feature"
157,PYRM,Pyramid Peak,"Pathibhara Chuli, Pathibhara Khas",Jongsang Himal (N of Kangchenjunga on Indian border),7140,23425,7,1,True,False,False,,,5,2,,1993,1,PYRM93101,Apr 24,"Japan, India","Yoshio Ogata, Jot Singh Bhandari, Hiroshi Iwazaki, Phurba Lepcha, Sunder Singh Martolia, Lobsang Sherpa, Nobuhiro Shingo",1st ascent claimed by Swiss (Sutter) in 1949 but reached secondary summit,,,Apr 24 1993,157,APPROXIMATE,"Pyramid Peak, Colorado 81611, USA",ChIJgb28_jBAQIcRgt4vU146wbQ,27.821,88.173,1,81611,OK,"establishment,natural_feature"
158,RAKS,Raksha Urai,Raksha Urai III,Raksha Urai Himal (ESE of Nampa),6609,21683,2,7,True,False,False,,,1,2,,2003,3,RAKS03301,Oct 15,"France, Nepal","Arnaud Clere, Catherine Couland, Gael Faroux, Keshab Raj Gurung",,,,Oct 15 2003,158,,,,29.95,81.116667,0,,ZERO_RESULTS,
159,RAMD,Ramdung,Ramdong Go,Rolwaling Himal (W of Tesi Laptsa),5900,19357,19,2,False,False,True,1978.0,,1,2,,1952,3,RAMD52301,Oct,"UK, Nepal","Tom MacKinnon, Dawa Tenzing Sherpa, Mingma Sherpa",,,,Oct 1952,159,,,,27.8525,86.415711,0,,ZERO_RESULTS,
160,RATH,Rathong,,Simhalila Himal (SW of Kabru on Indian border),6682,21923,9,1,True,False,False,,,5,2,,1964,3,RATH64301,Oct 29,India,"H. P. S. Ahluwalia, Ang Kami Sherpa, Dorje Latoo Sherpa, Nawang Gombu Sherpa",,,,Oct 29 1964,160,GEOMETRIC_CENTER,"Moo 5, Ban Hong, Tambon Ongkharak, Amphoe Pho Thong, Ang Thong, 14120, ตำบล องครักษ์ อำเภอ โพธิ์ทอง อ่างทอง 14120, Thailand",ChIJfWu9Oukc4jARdaHM1NmAGcY,27.593333,88.086667,1,14120,OK,"establishment,place_of_worship,point_of_interest"
161,ROCN,Roc Noir,"Khangsar Kang, Khang Sar Khang",Annapurna Himal (ENE of Annapurna I),7485,24557,1,5,True,False,False,,,1,2,,1969,1,ROCN69101,May 09,W Germany,"Reinhold Obster, Pit Schubert, Karl Winkler",,,,May 09 1969,161,GEOMETRIC_CENTER,"Roc Noir, 30570 Valleraugue, France",ChIJUU71ClqMsxIRF0mnlJPZCFg,28.613422,83.871471,2,30570,OK,route
162,ROKA,Rokapi,Kapchuli,"Api Himal (S of Nampa, Bobaye and Jethi Bahurani)",6468,21220,2,7,True,False,False,,Opened in 2002,1,2,,1977,3,ROKA77301,Oct 10,UK,"Thomas Herley, Kelvin McLane",,,,Oct 10 1977,162,,,,29.8493,81.0405,0,,ZERO_RESULTS,
163,SAIE,Saipal East Humla,,Saipal Himal (NE of Saipal),6925,22720,20,7,True,False,False,,,1,2,,1990,3,SAIP90301,Oct 26,"Switzerland, Nepal","Jacques Montaz, Tendi Sherpa",Saipal East Humla is a subpeak on the NE Ridge of Saipal,,,Oct 26 1990,163,APPROXIMATE,"Saipal, Muchu 10500, Nepal",ChIJd_ddsfR_pDkRrWr5FtpD0ww,29.8891666,81.4941666,1,10500,OK,"establishment,natural_feature"
164,SAIP,Saipal,,Saipal Himal,7030,23064,20,7,True,False,False,,,1,2,,1963,3,SAIP63301,Oct 21,"Japan, Nepal","Katsuotoshi Hirabayashi, Pasang Phutar Sherpa (I)",,,,Oct 21 1963,164,APPROXIMATE,"Saipal, Muchu 10500, Nepal",ChIJd_ddsfR_pDkRrWr5FtpD0ww,29.8891666,81.4941666,1,10500,OK,"establishment,natural_feature"
165,SHAR,Shartse,"Peak 38, Shanti Shikhar",Khumbu Himal (E of Lhotse Shar on Tibetan border),7591,24905,12,2,True,False,False,,,4,1,,0,0,,,,Unclimbed,,,,,165,ROOFTOP,"3500 E 4th St, Long Beach, CA 90814, USA",ChIJ6xjubK8x3YARS2XjjBVHBoU,27.9493,86.9832,1,90814,OK,"establishment,point_of_interest"
166,SHA2,Shartse II,Junction Peak,Khumbu Himal (E of Lhotse Shar on Tibetan border),7457,24465,12,2,True,False,False,,,4,2,,1974,1,SHA274101,May 23,"Austria, W Germany","Kurt Diemburger, Hermann Warth",,,,May 23 1974,166,GEOMETRIC_CENTER,"Block 12, House 33A, Camp, New, New Aruna Colony, Majnu Ka Tilla, New Aruna Nagar, New Delhi, Delhi 110054, India",ChIJ32oWXsX9DDkRkKBZa-k42ho,27.955604,86.96472,1,110054,OK,"establishment,food,point_of_interest,restaurant"
167,SHEY,Shey Shikhar,Junction Peak,Kanjiroba Himal (SE of Kanjiroba and Tripura Hiunchuli),6139,20141,10,7,True,False,False,,,1,2,,2007,2,SHEY07201,Aug 23,Japan,Katsuhito Fujikawa,,,,Aug 23 2007,167,,,,29.286944,82.796389,0,,ZERO_RESULTS,
168,SING,Singu Chuli,Fluted Peak,Annapurna Himal (Annapurna Sanctuary),6501,21329,1,5,False,False,True,1978.0,,1,2,,1957,1,SING57101,Jun 13,UK,"David Cox, Wilfred Noyce",,,,Jun 13 1957,168,APPROXIMATE,"Singu Chuli, Ghandruk 33700, Nepal",ChIJj_oO_AcfvjkR9SNkAq41Kpg,28.583333,83.9,1,33700,OK,"establishment,natural_feature"
169,SISN,Sisne Himal,Hiunchuli Patan,Sisne Himal (SW of Juphal in Rukum),5911,19393,10,7,True,False,False,,,1,2,,2013,1,SISN13101,May 26,"Nepal, USA","Man Bahadur Khatri, Alonzo Lyons, Dbruba Bista, Mulal Gurung, Nilam Gurung, Ali Bahadur Khatri, Vinaya Jaya Malla, Amrit Sarki",,,,May 26 2013,169,GEOMETRIC_CENTER,"DDC Rd, Musikot 22000, Nepal",ChIJydOXAUFbvTkRsGDW8dLlef0,29.783333,80.341667,1,22000,OK,"bus_station,establishment,point_of_interest,transit_station"
170,SITA,Sita Chuchura,,Mukut Himal (ENE of Dhaulagiri II near French Pass),6611,21690,16,6,True,False,False,,,1,2,,1970,3,SITA70301,Oct 26,"Japan, Nepal","Masahiko Takahashi, Hiroshi Harada, Nobuyki Hirato, Phurba Kitar Sherpa",,,,Oct 26 1970,170,GEOMETRIC_CENTER,"Chinsurah R S, Hooghly, West Bengal 712101, India",ChIJY53aaweU-DkRrZ3Qwp3dGV8,28.786,83.4781,2,712101,OK,"establishment,hindu_temple,place_of_worship,point_of_interest"
171,SNOW,Snow Peak,,Dhaulagiri Himal (E of Dhaulagiri II),6530,21424,4,6,False,True,False,,,1,1,,0,0,,,,Unclimbed,,,,,171,ROOFTOP,"410 NW 14th Ave, Portland, OR 97209, USA",ChIJ6xTIlfgJlVQRO2bymm3QQ2I,,,2,97209,OK,"clothing_store,establishment,point_of_interest,store"
172,SPHN,Sphinx,"Pathibhara Phurba, Pathibhara East",Jongsang Himal (NE of Pathibhara on Indian border),6825,22392,7,1,True,False,False,,Opened in 2014,5,2,,1936,1,SPHN36101,Jun,UK,"J. K. Cooke, Frederick S. Chapman, John B. Harrison",,,,Jun 1936,172,APPROXIMATE,"Sphinx, MT 59027, USA",ChIJ36C5sUfeT1MRvCw85OEhxas,27.825,88.188,1,59027,OK,"locality,political"
173,SPHU,Sharphu I,Tanga I,Ohmi Kangri Himal (WNW of Kangchenjunga),6433,21106,6,1,True,False,False,,Opened in 2002,1,2,,1963,3,SPHU63301,Oct 22,Japan,"Takao Ishinabe, Chiharu Miyamoto, Yuzo Tatsumi",,,,Oct 22 1963,173,,,,27.752222,87.916944,0,,ZERO_RESULTS,
174,SURM,Surma-Sarovar North,,Api Himal (SSE of Jethi Bahurani),6564,21535,2,7,True,False,False,,,1,1,,0,0,,,,Unclimbed,,,,,174,GEOMETRIC_CENTER,"88, Rabindra Sarani, Rabindra Sarani, Ram Bagan, Kolkata, West Bengal 700073, India",ChIJh935sst3AjoReQVuTby97Xo,29.65,81.07,1,700073,OK,"clothing_store,establishment,point_of_interest,store"
175,TAWO,Tawoche,Taboche,Khumbu Himal (NW of Ama Dablam),6495,21309,12,2,True,False,False,,,1,2,,1974,1,TAWO74101,Apr 15,France,"Louis Dubost, Paul Gendre",,,,Apr 15 1974,175,APPROXIMATE,"Taboche, Khumjung 56000, Nepal",ChIJDSGZaM2p6TkR1xMtnVTOlK8,27.9038889,86.7716667,1,56000,OK,"establishment,natural_feature"
176,KIRA,Kirat Chuli,Tent Peak,Jongsang Himal (N of Kangchenjunga on Indian border),7362,24154,7,1,True,False,False,,,5,2,,1939,2,KIRA39101,May 29,"Switzerland, Germany","Ernst Grob, Herbert Paidar, Ludwig Schmaderer",,,,May 29 1939,176,APPROXIMATE,Kirat Chuli,ChIJn_O5Fu_45jkReeAo4up1V34,27.7883333,88.1958333,1,,OK,"establishment,natural_feature"
177,THAM,Thamserku,Tramserku,Khumbu Himal (SW of Ama Dablam),6618,21713,12,2,True,False,False,,,1,2,,1964,3,THAM64301,Nov 04,New Zealand,"Lynn Crawford, Peter Farrell, John McKinnon, Richard Stewart",,,,Nov 04 1964,177,APPROXIMATE,"Thamserku, 56000, Nepal",ChIJS7Wa7SsE6TkRcEX8jvQHRFU,27.7895215,86.7856208,1,56000,OK,"establishment,natural_feature"
178,THAR,Tharpu Chuli,Tent Peak,Annapurna Himal (Annapurna Sanctuary),5695,18684,1,5,False,False,True,1978.0,,1,2,,1964,3,THAR64301,Oct 23,Japan,"Masaaki Kimura, Kiyoo Shimada",,,,Oct 23 1964,178,APPROXIMATE,"Tharpu Chuli, Ghandruk 33700, Nepal",ChIJByzg0jAevjkRD-icW-1pJjw,28.5528997,83.881259,1,33700,OK,"establishment,natural_feature"
179,TILI,Tilicho,Tilitso,Annapurna-Nilgiri Himal (N of Annapurna I),7134,23406,1,5,True,False,False,,,1,2,,1978,3,TILI78301,Oct 10,France,Emmanuel Schmutz,Reinhold Messner claimns first ascent in autumn of 1971,,,Oct 10 1978,179,APPROXIMATE,"Tilicho Lake, Khangsar 33500, Nepal",ChIJ5w3IIoUZvjkRyisploijZjs,28.683333,83.856667,1,33500,OK,"establishment,natural_feature"
180,TLNG,Talung,,Simhalila Himal (S of Kangchenjunga on Indian border),7349,24111,9,1,True,False,False,,Opened in 2002,5,2,,1964,1,TLNG64101,May 19,"W Germany, Nepal","Franz Lindner, Tenzing Nanda Sherpa",,,,May 19 1964,180,,,,27.655037,88.131023,0,,ZERO_RESULTS,
181,TONG,Tongu,,Mukut Himal (N of Hongde in Hidden Valley),6187,20299,16,6,False,True,False,,,1,2,,1959,3,TONG59301,Oct 21,USA,"John Humphreys, Fred Dunn, John Noxon",,,,Oct 21 1959,181,APPROXIMATE,"North Tongu, Ghana",ChIJaU3lDKwnIRARFYGg8rE-fWo,,,1,,OK,"administrative_area_level_2,political"
182,TRIP,Tripura Hiunchuli,"Tripura Thumba, Hanging Glacier Peak",Kanjiroba Himal (SE of Kanjiroba),6553,21499,10,7,True,False,False,,,1,2,,1986,3,TRIP86301,Oct 17,"Japan, Nepal","Noriyuki Hata, Katashi Tokimoto, Ang Phuri Sherpa",1st ascent of main (north) peak,,,Oct 17 1986,182,APPROXIMATE,"Tripura Hiunchuli, Kaigaun 21400, Nepal",ChIJdY47PE37vDkRdItukCTO0eE,29.3266666,82.7358333,1,21400,OK,"establishment,natural_feature"
183,TSOK,Tso Karpo Kang,Tso Karpo Khang,Kanjiroba Himal (E of Kanjiroba),6556,21509,10,7,True,False,False,,Opened in 2002,1,2,,1971,3,TSOK71301,Oct 25,Japan,"Shoji Miyoshi, Koji Mizutani",,,,Oct 25 1971,183,,,,29.368611,82.781667,0,,ZERO_RESULTS,
184,TUKU,Tukuche,,Dhaulagiri Himal (NE of Dhaulagiri I),6920,22703,4,6,True,False,False,,,1,2,,1970,1,TUKU70101,Apr 30,Japan,"Hirosuke Kikuchi, Eiho Otani, Takao Yonemoto",1st unofficial ascent by USA in 1968?,,,Apr 30 1970,184,APPROXIMATE,"Tukuche, Nepal",ChIJh6P1CCgGvjkReMRrS-EjccM,28.7768018,83.570964,1,,OK,"locality,political"
185,URKM,Urkinmang,Buddha,Jugal Himal (W of Dorje Lhakpa),6143,20154,8,3,True,False,False,,,1,2,,1964,1,URKM64101,May 20,"Japan, Nepal","Akira Ban, Kazuhisa Jokei, Tesuya Kiyohara, Mingma Tshering Sherpa",,,,May 20 1964,185,,,,28.211667,85.669167,0,,ZERO_RESULTS,
186,ANID,Anidesh Chuli,White Wave Peak,Kangchenjunga Himal (W of Kangbachen),6808,22336,9,1,True,False,False,,Opened in 2002,1,1,,0,0,,,,Unclimbed,,,,,186,,,,27.854444,88.197778,0,,ZERO_RESULTS,
187,TSUR,Tsaurabong Peak,"Chara Ban Peak, White Peak",Dhaulagiri Himal (SSE of Dhaulagiri V),6395,20981,4,6,False,True,False,,,1,2,,1974,1,TSUR74101,,"Japan, Nepal","Genzaburo Yamasaki, Sherpas (?)",,,,,187,ROOFTOP,"74 Sarabongdong-gil, Geonip-dong, Cheju, Jeju-do, South Korea",ChIJBdbgpEDjDDURzYvEtgnodYc,28.695278,83.372778,1,690-050,OK,"establishment,point_of_interest"
188,YALU,Yalung Kang,Yalungkar,Kangchenjunga Himal (W summit of Kangchenjunga),8505,27904,9,1,True,False,False,,,1,2,,1973,1,YALU73101,May 14,Japan,"Yutaka Ageta, Takao Matsuda",1st ascent claimed,,,May 14 1973,188,APPROXIMATE,Jalung Kang,ChIJ3UKSHDdY5jkRJGyibMOk2Ks,27.7052,88.1367,1,,OK,"establishment,natural_feature"
189,PASA,Pasang Lhamu Chuli,Jasemba,Khumbu Himal (W of Cho Oyu & Cho Aui on Tibetan border),7350,24114,12,2,True,False,False,,,4,2,,1986,3,PASA86301,Oct 12,Japan,"Katsushi Emura, Yukitoshi Endo, Katsuo Matsuki, Yoshihiro Shikoda",,,,Oct 12 1986,189,,,,28.073333,86.614167,0,,ZERO_RESULTS,
190,RATC,Ratna Chuli,,Peri Himal (NW of Himlung on Tibetan border),7035,23081,18,5,True,False,False,,Opened in 2002,4,2,,1996,3,RATC96301,Oct 14,"Japan, Nepal","Osamu Tanabe, Santa Bahadur Ale, Katsuhiko Sawada, Durge Bahadur Tamang, Tul Bahadur Tamang",,,,Oct 14 1996,190,APPROXIMATE,"Ratna Chuli, Xigaze, Nepal",ChIJf0WKTWvJvzkRnmgzmjVG1Is,28.8641666,84.375,1,,OK,"establishment,natural_feature"
191,KANT,Kanti Himal,"Ronglai Kangri, Kaqur Kangri, Kubi Grangri",Kanti Himal (NNW of Kanjiroba on Tibetan border),6850,22474,11,7,True,False,False,,Opened in 2002,4,2,,2002,3,KANT02301,Sep 24,"Japan, Nepal","Toyoji Wada, Katsumi Nishida, Atsushi Senda, Hyosuke Tsuboi, Yusuke Ueda, Ang Mingm Sherpa, Karchen Dawa Sherpa, Nga Dorje Sherpa",Ascent was from Tibetan side,,,Sep 24 2002,191,GEOMETRIC_CENTER,"26 Veer Savarkar Block 663, Aggarwal Chamber III IV Floor, Vikas Marg, Shakarpur, Shakarpur, Block A, Shakarpur, New Delhi, Delhi 110054, India",ChIJRQtaUq38DDkRSJVAsRaiWHw,29.835833,82.647778,1,110054,OK,"establishment,lawyer,point_of_interest"
192,RAMT,Ramtang,,Kangchenjunga Himal (N of Kangbachen),6601,21657,9,1,True,False,False,,Opened in 1997,1,2,,1930,1,RAMT30101,May,"Austria, UK","Erwin Schneider, Frank Smythe",,,,May 1930,192,APPROXIMATE,"Ramthang, Sikkim 737119, India",ChIJKT0QdHC85jkROqUMTY4ZYdA,27.75,88.085,1,737119,OK,"locality,political"
193,LING,Lingtren,,Khumbu Himal (ENE of Pumori on Tibetan border),6713,22024,12,2,True,False,False,,Opened in 2002,4,2,,1935,2,LING35201,Aug,UK,"Eric Shipton, Dan Bryant",,,,Aug 1935,193,APPROXIMATE,"Lingtren, Xigaze, Nepal",ChIJi4H9G1Os6TkREC_D6sISQ9M,28.027778,86.855,1,,OK,"establishment,natural_feature"
